DataHoraAbertura;NumProcesso;Cliente;Prioridade;Tecnico;DescricaoProb;ComoReproduzir;Classificacao;Departamento
09/07/2021 09:52;2702;7;1;PM;Bom dia, não consigo aceder ao fiscal reporting, diz que não tenho permissão. Obrigada    ;.;2;Cluster C
24/11/2023 16:51;13631;2160;1;PM;Por lapso anulamos uma fatura já comunicada no saft. Pretendemos recuperar a mesma    ;Por lapso anulamos uma fatura já comunicada no saft. Pretendemos recuperar a mesma;2;Cluster C
30/05/2022 19:48;6685;1022;1;HR;acesso remoto     ;retomar acesso remoto - pc e posto fixo;1;Cluster B
03/10/2022 10:58;7921;421;1;TE;Criação de Series RE. Ano de 2021 e 2022    ;Empresa: A0237 - VSPP;3;Cluster D
23/12/2021 10:27;4454;4;1;TE;Atualização QR Code nos documentos relevantes    ;Atualização QR Code nos documentos relevantes;2;Cluster C
25/02/2022 11:14;5575;2428;3;FS;Bom dia, na ficha do nosso fornecedor Fiorital - TIITA04, consta como sendo fornecedor intracomunitário mas na conversão do documento 9FP aparece automaticamente o código 21111 que é fornecedor nacional. Precisamos saber o porquê de aparecer assim.    ;Obrigada, Nádia;2;Cluster C
28/12/2022 10:33;8901;428;1;TE;Preciso que amanhã dia 29 dezembro me abram  (Maria José - 22 4227392) o ano de 2023 na Águas de Valongo e Águas de Paredes. Estou na empresa até as 17,30.    ;Abertura de ano;2;Cluster C
11/05/2023 10:34;11291;4;1;HR;A meio de um trabalho, o computador bloquea  - ecrã fica azul, c/ mensagem de erro    ;A meio de um trabalho, o computador bloquea  - ecrã fica azul, c/ mensagem de erro;0;Cluster A
08/04/2022 11:48;6110;2332;2;FS;TRANSFERIR SALÁRIOS PARA O BANCO - MES DE MARÇO    ;*;1;Cluster B
05/07/2022 09:25;7062;2361;1;TE;o funcionário 80348 está a processar vencimento em maio embora não tenha trabalhado nenhum dia    ;.;2;Cluster C
07/11/2022 17:40;8307;1022;1;FS;"O SEPARADOR ""DECLARAÇÕES OBRIGATORIAS""    ";O separador apenas na empresa utilizada pela Francisco, na Sexta Feira, para me explicar onde fazer a exportação do ficheiro txt para a segurança social da declaração de remunerações mensal. Na A022013. Em todas as outras este separador não aparece. ;1;Cluster B
11/07/2022 16:16;7140;2332;1;TE;FICHEIRO SEGUROS AT    ;o ficheiro gerado pelo programa PRIMAVERA, coloca um ponto no nome do ficheiro e pela explicação do corretor seguros não pode ser.;1;Cluster B
01/04/2022 14:46;6016;2301;1;FS;Erro ao criar um independente no plano de contas    ;Na empresa 223_Alce filmes, aparece erro ao criar o independente no plano de contas. Fátima Capito;0;Cluster A
02/05/2023 15:20;11149;1586;1;TE;Em movimento diferidos não aparece a opção para ordenar documentos.    ;Em movimento diferidos não aparece a opção para ordenar documentos.;0;Cluster A
20/01/2023 14:56;9449;1533;3;TE;NÃO CONSIGO COMUNICAR AS GUIAS DE TRANSPORTE DE 2023 A FORNECEDORES    ;NÃO CONSIGO COMUNICAR AS GUIAS DE TRANSPORTE DE 2023 A FORNECEDORES;3;Cluster D
22/01/2024 11:56;14356;50;1;HR;No Fiscal Reporting não aparece as empresas.     ;No Fiscal Reporting não aparece as empresas. ;0;Cluster A
17/05/2022 16:22;6511;421;1;FS;O PAA não está a integrar os documentos.    ;está a dar o erro em anexo.;0;Cluster A
19/07/2023 13:30;12349;1533;3;TE;Faturação    ;Tivemos que anular uma G/ Transporte e os valores  deveriam ter voltado para Nota Encomenda o que não aconteceu.  Precisamos muito resolver isto urgentemente pois não podemos entregar as Guias corretas  ;1;Cluster B
04/11/2022 10:56;8272;273;1;HR;Criar um novo utilizador Primavera para a contabilidade    ;Precisamos que a contabilista externa seja utilizador primavera.;0;Cluster A
12/07/2021 10:59;2721;3002;1;FS;alteraram-me o google e não consigo enviar o ficheiro saft do programa primavera    ;ficheiro saft;0;Cluster A
07/04/2022 12:17;6091;2354;1;TE;Recibo     ;Bom dia.  Solicito apoio de um técnico no apoio a recibo na tesouraria. ;1;Cluster B
24/11/2021 11:00;4128;1385;1;TE;IBAN na Fatura/Fatura Proforma    ;É necessário na fatura acrescentar o IBAN (BCP) ao já existente e colocar os 2 ibans na fatura proforma no Primavera;1;Cluster B
07/03/2022 17:44;5688;2301;1;FS;Erro Saft    ;Ao validar o SAFT de Fevereiro da empresa Faux, aparece um erro (envio em anexo). Obrigada Fátima Capito;1;Cluster B
14/03/2022 09:41;5749;107;1;TE;Tabela de IRS para março 2022    ;0;3;Cluster D
07/02/2022 10:00;5257;2411;1;FS;Bom dia, O problema reportado no processo PAT/000/PRI/5236 já encerrado mantem-se.     ;No caso da sociedade modelar embora os salários não sejam feitos no ERP eu importo o ficheiro CSV para o fiscal mensalmente mas não me permite imprimir o detalhe.;2;Cluster C
09/08/2021 11:58;3000;2301;3;PM;Alteração da entidade na conta de outro credor origina erro indicado no documento em anexo.     ;Alteração da entidade na conta de outro credor origina erro indicado no documento em anexo. ;0;Cluster A
03/01/2024 17:26;14058;2411;1;TE;Erro na serie de 2024, empresa MultiTrade    ;Erro na serie de 2024, empresa MultiTrade;3;Cluster D
17/11/2023 14:11;13551;2301;1;AF;Taxa IRS    ;Boa Tarde, O mesmo funcionário, o mesmo vencimento e taxas diferentes. Penso que existe algum problema com a taxa de novembro da empresa Petalas e Folhas, uma vez que se fizer em Dezembro a taxa já sai igual a da Dimensão Viçosa... Fatima Capito;1;Cluster B
26/05/2022 08:30;6623;2361;1;FS;emissão de recibos original e duplicado    ;"nas empresas Tempory, SABD e MGS os recibos de vencimento estão a sair só com original; só a Tal está a emitir original e duplicado";1;Cluster B
06/08/2021 16:07;2988;1385;1;PM;Alteração GR    ;Alteração GR / GT;1;Cluster B
08/08/2023 11:07;12562;1099;1;TE;impressora offline    ;ajuda na configuração;1;Cluster B
04/11/2021 15:00;3925;2333;1;FS;Ajudar a fazer processamento de sal?rio de um funcion?rio.     ;Ajudar a fazer processamento de sal?rio de um funcion?rio. ;2;Cluster C
20/06/2022 12:47;6901;2023;1;HR;Atualização IES: Quando foi efetuada atualização para o relatorio unico, fiquei com ideia que tambem estava para IES. Mas ao processar IES aparecem imensos erros!. Agradeço confirmação com a maior brevidade. Obrigada    ;1;2;Cluster C
23/01/2023 11:45;9473;2301;1;TE;Bom Dia, como sabem é obrigatório a visualização da taxa de irs aplicada no recibo de vencimento. contudo ao imprimir o recibo de um dos funcionários da empresa Carlos Cabaça, verifico que o mesmo não está aparecer    ;Por norma quando são recibos de fim de contrato nunca aparece...mas agora não podemos enviá-los assim. Peço-vos o favor de corrigirem esta situação. Obrigado. Fátima Capito;2;Cluster C
24/03/2022 09:42;5919;1099;1;HR;INSTALAÇÃO DE UMA IMPRESSORA NOVA    ;AJUDA NA INSTALAÇÃO NO SERVIDOR E RESTANTES PC DE UMA IMPRESSORA NOVA;1;Cluster B
15/11/2022 10:33;8400;2045;1;FS;Retroativos/Segurança Social    ;Na empresa CATEDRAL - Catedral dos Sabores, processei Retroativos a Outubro/22 ao Nº 20 - RAFAEL NANI, mas o valor do R08 Retroativos sujeitos, não aparece na DRI - Segurança Social de novembro.;1;Cluster B
25/02/2022 11:27;5578;2361;1;FS;Faturas Proforma - Empresa SABD    ;Bom dia, na empresa SABD, as faturas proforma estão a sair desconfiguradas e não com o aspeto da fatura final, como pretendido.;1;Cluster B
07/02/2022 16:00;5280;1533;3;FS;Abrir o novo ano no fiscal report para eu tirar o mapa de Remunerações  até dia 10-02-2022    ;mapa de Remunerações  até dia 10-02-2022;3;Cluster D
13/10/2021 15:07;3674;2301;1;SP;INTREGA??O DAS VENDAS DO CLIENTE MEDILABOR DE SETEMBRO 2021     Problema com Accounting e com o Primavera. Duplicação de documentos.  ;INTREGA??O DAS VENDAS DO CLIENTE MEDILABOR DE SETEMBRO 2021;3;Cluster D
26/01/2023 10:31;9547;1287;2;TE;Atualização das tabelas de retenção na fonte publicadas ontem em Diário da Republica    ;Atualização das tabelas de retenção na fonte publicadas ontem em Diário da Republica  PROCESSO DUPLICADO;2;Cluster C
26/01/2023 10:39;9549;2292;2;FS;Abir ano contabilistico de 2023 e atualizar com novas tabelas de retenção irs    ;Abir ano contabilistico de 2023 e atualizar com novas tabelas de retenção irs;3;Cluster D
25/08/2022 14:11;7596;2198;3;TE;Sem acesso ao Primavera    ;Erro ao aceder conforme imagem anexa;0;Cluster A
15/03/2023 10:49;10384;421;1;FS;Erro ao criar os recibos para a serie 2023 - Erro recorrente a todas as empresas. Tenho o cliente a solicitar os recibos.    ;A0212FATU;3;Cluster D
03/02/2022 12:17;5226;1950;1;FS;Rendimentos de anos anteriores - Declaração Rendimentos Funcionário    ;Foram processadas horas extras em Janeiro de 2021, relativas a Dezembro de 2020. Esse valor não aparece na Declaração de Rendimentos de 2020 nem de 2021.   Contactar - Sara Borges ();1;Cluster B
19/04/2023 17:23;11011;423;1;FS;Boa tarde depois de ter falado com vocês sobre a isenção do SA, fiz novo , acontece que não está a fazer os retroactivos referente ao descontos    ;Hoje já não dá pois saio as 17:30, mas se possivel amanha logo podem ligar-me para ver o que fiz de errado.;2;Cluster C
15/06/2023 12:27;11828;1099;1;TE;EMPRESA VERDADALICIANTE    ;NECESSITO DE AJUDA PARA CONFIGURAR ACOUNTING;1;Cluster B
22/02/2024 15:34;14857;2333;1;FS;Ajuda com fecho de exercicio de empresa     ;Ajuda com fecho de exercicio de empresa ;1;Cluster B
08/08/2022 15:10;7464;2361;1;FS;o funcionário 40094 tem a tx de irs errada no mês de junho ( ele é casado e tem 2 dependentes )    ;.;2;Cluster C
22/01/2024 12:09;14358;1287;2;AF;Atualização tabelas IRS - Modulo RH    ;Atualização tabelas IRS - Modulo RH;1;Cluster B
16/03/2023 17:23;10426;2377;2;PM;código artigo embalagem mal colocada    ;no artigo 04120024 abriu-se como CX e na unidade de movimentação esta CX e nos outros sítios mudamos para BL. E agora ao dar entrada de uma fatura da erro. é possível passar para BL. Se voltar acontecer é possível ser nos a fazer ou temos pedir?;0;Cluster A
09/05/2022 17:02;6432;2361;1;FS;O funcionário 80390 esteve a trabalhar em França. Agora regressou e voltou a ter processamento de vencimento cá. Contudo o Primavera não calcula SS.    ;.;2;Cluster C
17/01/2022 11:16;4914;4;1;FS;Passagem processamento de salários para o Ano 2022, assim como o Fiscal Repart    ;Passagem processamento de salários para o Ano 2022, assim como o Fiscal Repart;3;Cluster D
05/07/2023 10:51;12135;2301;1;TE;"Erro no documento de abertura de 2023 da BD 250 CERGAM ERRO ""linha 185 - entidade DESCONHECIDO contém NIF inválido""    ";Questão já colocada no processo PAT/000/PRI/11054 e que foi fechado por se encontrar ok mas pelos vistos não está;3;Cluster D
27/07/2022 10:08;7300;423;3;HR;Não conseguimos aceder ao programa de facturação    ;Fez actualizações;0;Cluster A
26/02/2024 15:22;14911;2411;1;TE;Necessito de configurar email para envio de recibos de vencimento    ;Necessito de configurar email para envio de recibos de vencimento;0;Cluster A
25/01/2022 01:11;5063;421;1;FS;"Colocação do logo nos documentos de venda e cc. colocar os dados bancários nos documentos de venda e diminuir o campo ""artigos"" para 5 digitos e aumentar a ""descrição"". retirar a carga e descarga.     ";Retirar o contravalor em outras moedas e o cambio em branco enviar os ficheiros para o meu mail.;2;Cluster C
09/03/2023 11:16;10298;2301;1;HR;BD 190 Integração de saft no PAA     ;"BD 190 Integração de saft no PAA  está ok (info de 443 faturas) mas quando tento ""contabilizar"" diz que não há documentos para integrar";0;Cluster A
25/01/2023 10:32;9515;2045;1;FS;parametrização entre a ligação de RH com a contabilidade na base dados SHORWATH    ;Pretendemos fazer a ligação  espeficica do seguro de saude às contas de analitica da contabilidade. obrigada, ;2;Cluster C
28/10/2021 15:51;3851;1728;1;PM;DC9/134 ativa que n?o deveria, sendo esta j? descontada.    ;Na loja A9 Outlet existe pendente a DC9/134, Referente a fartura 1044 que gerou outra fartura 1052. Numero de cliente 900354. No extracto da cliente aparece uma anota??o, não consigo decifrar. ;2;Cluster C
11/07/2023 18:52;12249;2277;2;TE;Centros de Custo em contas de balanço    ;Precisamos de ajuda. Já corri a rotina (sql da decksill), para tirar os CC das contas de balanço, mas nas contas abaixo 2322 e 2342, os CC não saem.;1;Cluster B
24/11/2021 09:19;4124;2361;1;PM;No processamento salarial, após a introdução da baixa médica no funcionário, continua a aparecer o montante como se estivesse a trabalhar normalmente.    ;Processamento Individual - Alterações mensais (funcionário) - Introdução da baixa médica;2;Cluster C
15/07/2022 17:13;7204;2361;1;TE;o funcionário 40094 não está a reter irs o que não é possível face ao vencimento    ;.PROCESSO CRIADO EM DUPLICADO;0;Cluster A
03/11/2022 17:12;8267;2411;1;FS;Extratos Conta Módulo Contabilidade    ;Nas BD´s Conversa Simétrica e Luis Gonçalves Pereira não é possivel emitir extratos de contas e dá o Erro em anexo. Atenção que podem existir mais BD´s nestas condições.  ;1;Cluster B
11/11/2023 17:17;13481;2301;3;PM;intregraçao de saft    ;intregraçao de saft;1;Cluster B
22/06/2023 09:02;11915;1099;1;TE;VERDADEALICIANTE    ;ACOUNTING CONTINUA IGUAL. SEM CONFIGURAÇÃO VENDAS SAFT;1;Cluster B
09/06/2023 10:15;11762;1533;3;AF;Fiscal Reporting    ;A PRI fes atualização do programa mas penso que não fizeram o Fiscal Reporting porque ao entrar diz que não foi atualozado, entrou e ao imprimir dá erro;1;Cluster B
27/12/2021 11:45;4478;1586;1;SP;Correção de um projeto numa fatura.    ;Correção de um projeto numa fatura.;0;Cluster A
14/11/2022 11:36;8384;2411;1;TE;erro apuramento iva    ;erro apuramento iva;1;Cluster B
31/03/2022 11:39;5992;421;1;PM;Ao criar a serie 2022 para os erros não deixa. dá sempre o mesmo erro em empresas novas.    ;"PROFTETA e ""SOLHASSONG""";3;Cluster D
19/01/2023 15:01;9435;2045;1;FS;Modelo 10 - erro leitura do ficheiro    ;"Ficheiros de Modelo 10 de 2022 gerados no fiscal reporting não abrem no portal das finanças ""Ocorreu um erro na leitura do ficheiro Verifique se o ficheiro que está a tentar abrir é válido e corresponde à versão suportada pela aplicação (versão 1.0)""";0;Cluster A
23/02/2022 12:20;5538;1061;2;FS;abertura do ano 2022 Fiscal Reporting    ;online;3;Cluster D
25/01/2023 10:25;9514;421;1;TE;O PAA no meu PC está a dar o erro em anexo, e no PC da catarina não abre.    ;.;0;Cluster A
31/05/2022 10:15;6686;2361;1;TE;"o funcionário 80032 está de bx desde Abril de 2020, mas tem subsídios por processar o mês passado; não consigo tirar a declaração de rendimentos do funcionário 80057    ";.;2;Cluster C
28/04/2022 10:10;6293;1061;2;FS;efetuar o apuramento de resultados com o nosso contabilista.    ;telefonicamente / online;2;Cluster C
29/07/2021 15:11;2891;2215;2;TE;"Formatação de uma remuneração ""comissões de venda"" com IRS tabela variável e não fixa     ";agradeço contacto ;0;Cluster A
04/05/2022 00:08;6357;421;1;HR;Falha de ligação à base de dados. Tem que se fazer as operações novamente depois de se reiniciar a aplicação.    ;ERRO RECORRENTE;2;Cluster C
12/07/2022 10:14;7151;1099;1;FS;ESTAMOS COM DIFICULDADES EM TRABALHAR NO PRIMAVERA     ;ESTÁ LENTO E BLOQUEIA. HÁ ALERTA PARA O ANTI VÍRUS ;0;Cluster A
07/02/2024 11:47;14625;421;1;FS;Na empresa 293 está a dar o erro na integração das vendas e não deixa alterar.    ;erro;0;Cluster A
26/07/2023 11:58;12432;2333;1;PM;ajuda no PAA parametrização de vendas de clientes  ajuda nos salários     ;ajuda no PAA parametrização de vendas de clientes  ajuda nos salários ;2;Cluster C
16/01/2023 10:53;9356;423;2;HR;Preciso de ajuda para abertura de ANO em RH e tabelas de IRS    ;abertura de ano RH;2;Cluster C
02/08/2022 16:04;7396;2301;1;TE;SAFT - ao tentar entregar SAFT maiores que 40 megaBytes o programa não deixa, dando a indicação que devemos utilizar o aplicativo por linha de comandos, baixo-o e não consigo abrir...devo estar a fazer alguma coisa mal ou a faltar algum passo..    ;Agradeço a vossa ajuda. Muito Obrigado. Fátima Capito;2;Cluster C
02/07/2021 16:32;2628;2045;1;FS;coloque estas duas bases de dados no nosso servidor    ;Chamo a atenção que já temos bases de dados com estes nomes, é preciso renomear estas bases dados que estão em anexo e não apagar as bases de dados existentes!!!!;2;Cluster C
02/02/2023 09:30;9703;421;1;HR;No utilizador Catarina.mesquita os mails para o envio dos recibos de vencimento estão a erro    ;foi testado no mesmo pc com outro utilizador e deu.;0;Cluster A
03/01/2023 09:39;9038;960;3;TE;Não consigo imprimir as encomendas, dá erro (em anexo)    ;Não consigo imprimir as encomendas, dá erro (em anexo)   processo duplicado;0;Cluster A
06/09/2021 16:26;3262;1277;3;TE;Médias Programas    ;Sr. Sérgio agradeço o contato a média de recebimentos não está correta.obrigada.;1;Cluster B
29/01/2024 16:40;14464;1586;1;FS;Corrigir projeto numa fatura    ;FAF 231/2023 deveria ter o projeto 2023-0023. Obrigado.;0;Cluster A
13/12/2021 16:26;4316;2277;3;TE;SAFT 11.2021    ;O erro esta relacionado com uma entidade para a qual estão a fazer documentos e a alterar o pais A cliente criado esta com o pais GB, mas os documentos estão a ser feitos para outro pais (KR e SG). ;3;Cluster D
